age,workclass,educational-num,occupation,hours-per-week,capital-gain,capital-loss,income
34,Private,13,Prof-specialty,50,0,0,>50K
56,Private,9,Machine-op-inspct,40,0,0,<=50K
43,Private,9,Other-service,80,0,1887,>50K
44,Self-emp-not-inc,10,Farming-fishing,45,0,0,<=50K
45,State-gov,12,Adm-clerical,40,0,0,<=50K
33,Private,9,Sales,40,0,0,<=50K
40,State-gov,9,Protective-serv,40,0,0,<=50K
66,Local-gov,10,Adm-clerical,20,0,0,<=50K
27,Private,4,Priv-house-serv,30,0,0,<=50K
65,Private,2,Other-service,35,0,0,<=50K
20,Private,9,Tech-support,32,0,0,<=50K
18,Private,7,Other-service,20,0,0,<=50K
45,Private,13,Prof-specialty,38,0,0,<=50K
55,Self-emp-inc,9,Sales,60,0,0,<=50K
43,Private,9,Machine-op-inspct,40,0,0,<=50K
21,Private,10,Sales,35,0,0,<=50K
28,Private,9,Machine-op-inspct,40,0,0,<=50K
23,Private,12,Machine-op-inspct,40,0,0,<=50K
28,Private,13,Prof-specialty,40,0,0,<=50K
21,Private,9,Adm-clerical,43,0,0,>50K
23,Private,9,Machine-op-inspct,40,0,0,<=50K
63,Private,9,Exec-managerial,40,0,0,<=50K
60,Federal-gov,10,Craft-repair,40,0,0,>50K
32,Private,10,Other-service,40,3674,0,<=50K
33,Private,9,Other-service,40,0,0,<=50K
30,Private,8,Craft-repair,40,3908,0,<=50K
68,Self-emp-not-inc,9,Craft-repair,25,0,0,<=50K
53,Local-gov,12,Tech-support,45,0,0,>50K
36,Private,10,Adm-clerical,40,0,1848,>50K
23,Private,13,Exec-managerial,50,0,0,<=50K
26,Private,9,Machine-op-inspct,40,0,0,<=50K
42,State-gov,13,Prof-specialty,38,0,1876,<=50K
20,Private,9,Sales,40,0,0,<=50K
53,Private,9,Adm-clerical,45,0,0,<=50K
36,Private,9,Adm-clerical,40,0,0,<=50K
47,Private,10,Prof-specialty,40,0,0,<=50K
35,Private,12,Other-service,40,0,0,<=50K
32,Private,13,Prof-specialty,40,0,0,<=50K
41,Self-emp-not-inc,15,Prof-specialty,45,0,0,>50K
22,Private,9,Exec-managerial,48,0,0,<=50K
28,Private,9,Transport-moving,40,0,1848,>50K
42,Private,9,Machine-op-inspct,40,0,0,<=50K
51,Self-emp-not-inc,10,Sales,50,0,0,>50K
33,Private,13,Exec-managerial,45,0,0,>50K
22,Private,10,Sales,45,0,0,<=50K
60,Private,9,Sales,33,0,0,<=50K
50,Self-emp-not-inc,14,Exec-managerial,60,0,0,>50K
58,Private,9,Craft-repair,16,3137,0,<=50K
22,Private,10,Other-service,60,0,0,<=50K
47,State-gov,14,Prof-specialty,45,0,0,>50K
28,Private,13,Sales,50,0,1974,<=50K
38,Self-emp-inc,16,Exec-managerial,60,0,0,>50K
67,State-gov,13,Prof-specialty,30,4931,0,<=50K
41,Local-gov,14,Prof-specialty,55,0,0,>50K
57,Self-emp-inc,14,Exec-managerial,50,0,0,>50K
22,Private,10,Prof-specialty,40,0,0,<=50K
38,Local-gov,13,Prof-specialty,45,0,0,<=50K
30,Private,12,Exec-managerial,40,0,1977,>50K
30,Self-emp-inc,13,Craft-repair,40,0,0,>50K
27,Private,9,Adm-clerical,40,2202,0,<=50K
22,Private,9,Transport-moving,20,0,0,<=50K
40,Self-emp-inc,7,Exec-managerial,20,15024,0,>50K
23,Private,13,Prof-specialty,6,2407,0,<=50K
51,Private,13,Exec-managerial,60,0,1902,>50K
29,Private,9,Adm-clerical,40,0,0,<=50K
46,Private,14,Exec-managerial,40,0,0,<=50K
29,Self-emp-inc,9,Exec-managerial,16,0,0,<=50K
34,Private,13,Sales,35,0,0,<=50K
38,Self-emp-not-inc,14,Prof-specialty,48,0,0,<=50K
62,Private,16,Exec-managerial,50,0,0,>50K
30,State-gov,9,Other-service,50,0,0,<=50K
20,Private,10,Tech-support,40,0,0,<=50K
40,Private,7,Other-service,36,0,0,<=50K
37,Local-gov,9,Protective-serv,35,0,1980,<=50K
56,Private,4,Craft-repair,40,0,0,<=50K
63,Private,10,Prof-specialty,50,0,0,<=50K
25,Private,9,Other-service,40,0,0,<=50K
40,Self-emp-not-inc,9,Craft-repair,40,0,0,<=50K
53,Private,6,Craft-repair,40,0,0,<=50K
23,Private,13,Exec-managerial,40,0,0,<=50K
32,Private,6,Farming-fishing,40,0,0,<=50K
33,Private,10,Other-service,40,0,0,<=50K
50,Local-gov,9,Adm-clerical,40,0,0,<=50K
37,Private,10,Machine-op-inspct,40,0,0,<=50K
29,Private,13,Prof-specialty,15,2463,0,<=50K
28,Private,10,Adm-clerical,40,0,0,<=50K
46,Private,10,Craft-repair,40,0,0,>50K
42,Private,9,Craft-repair,40,5178,0,>50K
21,Self-emp-not-inc,5,Sales,30,0,0,<=50K
24,Private,12,Adm-clerical,30,0,0,<=50K
53,Private,5,Craft-repair,50,0,0,<=50K
54,Private,9,Craft-repair,45,0,0,<=50K
36,Private,11,Sales,40,0,0,<=50K
52,Self-emp-not-inc,9,Transport-moving,40,5013,0,<=50K
36,Private,9,Craft-repair,40,0,0,<=50K
52,Private,4,Handlers-cleaners,40,0,0,<=50K
38,Private,9,Protective-serv,48,0,0,<=50K
56,Private,13,Exec-managerial,40,0,0,<=50K
52,Private,9,Sales,40,0,0,>50K
55,Private,10,Adm-clerical,40,0,0,<=50K
31,Private,13,Farming-fishing,45,0,0,<=50K
51,Self-emp-inc,9,Transport-moving,65,0,0,<=50K
23,Private,13,Other-service,50,0,0,<=50K
40,Private,12,Adm-clerical,40,0,0,<=50K
20,Private,10,Adm-clerical,28,0,0,<=50K
36,Private,10,Adm-clerical,40,0,0,<=50K
22,Private,13,Other-service,35,0,0,<=50K
49,Self-emp-inc,13,Sales,55,0,0,>50K
35,Private,13,Exec-managerial,55,15024,0,>50K
31,Self-emp-inc,13,Exec-managerial,40,0,0,<=50K
43,Private,9,Craft-repair,20,0,0,<=50K
48,Private,10,Transport-moving,70,0,2002,<=50K
53,Private,9,Handlers-cleaners,40,0,0,<=50K
26,Private,9,Adm-clerical,40,0,1380,<=50K
35,State-gov,10,Tech-support,40,5013,0,<=50K
37,Federal-gov,10,Adm-clerical,40,0,0,<=50K
55,Local-gov,9,Craft-repair,15,0,0,<=50K
27,Local-gov,9,Other-service,45,0,0,<=50K
47,Private,9,Handlers-cleaners,45,0,0,<=50K
44,Private,13,Exec-managerial,40,0,0,>50K
24,Private,9,Sales,45,0,0,<=50K
23,Private,12,Adm-clerical,70,0,0,<=50K
37,Private,9,Other-service,32,0,0,<=50K
32,Self-emp-not-inc,9,Farming-fishing,60,0,0,<=50K
43,Private,14,Exec-managerial,38,0,0,>50K
30,Private,13,Adm-clerical,40,3325,0,<=50K
36,Private,13,Exec-managerial,40,0,0,>50K
21,Private,10,Sales,40,0,0,<=50K
40,Private,9,Adm-clerical,32,0,0,<=50K
52,Private,9,Other-service,38,0,0,<=50K
40,Private,13,Sales,40,0,0,>50K
54,Private,14,Prof-specialty,60,0,1902,>50K
45,Private,13,Sales,50,0,0,<=50K
28,Private,13,Other-service,50,0,1974,<=50K
31,Private,9,Machine-op-inspct,40,0,0,>50K
42,Self-emp-inc,13,Tech-support,60,0,1564,>50K
24,Private,11,Adm-clerical,40,0,0,<=50K
45,Local-gov,14,Prof-specialty,40,0,0,>50K
51,Local-gov,16,Prof-specialty,45,0,0,>50K
29,Self-emp-inc,13,Sales,40,0,0,>50K
35,Private,9,Transport-moving,40,0,0,<=50K
24,Private,3,Machine-op-inspct,40,0,0,<=50K
34,Local-gov,9,Adm-clerical,40,0,0,<=50K
29,Private,9,Other-service,20,0,0,<=50K
42,Private,13,Prof-specialty,40,0,0,>50K
33,Private,13,Exec-managerial,55,0,0,>50K
32,Private,9,Machine-op-inspct,40,0,0,<=50K
34,Private,14,Exec-managerial,45,15024,0,>50K
27,Private,9,Machine-op-inspct,40,2580,0,<=50K
36,Private,9,Sales,35,7298,0,>50K
39,Local-gov,10,Protective-serv,48,0,0,<=50K
33,Private,9,Machine-op-inspct,40,0,0,<=50K
48,Private,9,Other-service,35,0,0,<=50K
27,Private,10,Transport-moving,40,0,0,<=50K
28,Self-emp-inc,9,Craft-repair,40,0,0,<=50K
38,Private,9,Craft-repair,44,0,0,<=50K
28,Private,9,Craft-repair,40,2105,0,<=50K
41,Federal-gov,9,Handlers-cleaners,40,0,1980,<=50K
42,Private,5,Machine-op-inspct,40,0,0,<=50K
36,Private,4,Machine-op-inspct,60,0,0,<=50K
37,Local-gov,14,Prof-specialty,40,0,0,>50K
38,Local-gov,13,Prof-specialty,40,0,0,>50K
55,Local-gov,10,Prof-specialty,40,0,0,<=50K
36,Private,10,Prof-specialty,40,0,0,>50K
52,Private,13,Adm-clerical,45,0,0,<=50K
20,Private,9,Handlers-cleaners,20,0,0,<=50K
43,Private,10,Craft-repair,40,0,0,>50K
35,Private,9,Machine-op-inspct,40,0,0,<=50K
61,Private,3,Machine-op-inspct,37,0,0,<=50K
30,Private,12,Prof-specialty,60,0,0,<=50K
38,Federal-gov,13,Prof-specialty,40,0,0,>50K
31,Private,10,Adm-clerical,40,0,0,<=50K
21,Private,10,Adm-clerical,40,0,0,<=50K
28,State-gov,9,Protective-serv,40,0,0,<=50K
57,Private,11,Exec-managerial,50,0,0,<=50K
19,Self-emp-inc,9,Exec-managerial,40,0,0,<=50K
34,Private,13,Sales,35,4508,0,<=50K
42,Private,11,Craft-repair,52,0,0,<=50K
36,Private,9,Craft-repair,40,0,0,>50K
33,Private,13,Adm-clerical,40,0,0,<=50K
32,Private,15,Prof-specialty,40,0,0,>50K
41,Self-emp-inc,16,Exec-managerial,60,99999,0,>50K
23,Private,13,Tech-support,40,0,0,<=50K
31,Local-gov,11,Transport-moving,40,0,0,<=50K
38,Private,6,Other-service,40,0,0,<=50K
51,Private,9,Craft-repair,40,0,0,<=50K
36,Local-gov,9,Prof-specialty,40,0,0,<=50K
57,Private,10,Adm-clerical,40,0,0,<=50K
20,Private,9,Craft-repair,55,0,0,<=50K
66,Self-emp-not-inc,13,Sales,40,0,0,>50K
22,Private,9,Machine-op-inspct,40,0,0,<=50K
46,Self-emp-not-inc,6,Farming-fishing,99,0,0,>50K
38,Private,14,Prof-specialty,50,7298,0,>50K
43,Self-emp-inc,14,Exec-managerial,60,0,0,>50K
37,Private,9,Tech-support,35,0,0,<=50K
22,Private,13,Exec-managerial,20,0,0,<=50K
58,Private,9,Sales,23,0,0,<=50K
43,Private,9,Transport-moving,40,0,0,<=50K
55,Local-gov,14,Prof-specialty,38,0,0,<=50K
45,Self-emp-not-inc,9,Exec-managerial,40,0,0,<=50K
48,Private,13,Exec-managerial,55,0,0,>50K
36,Self-emp-not-inc,13,Exec-managerial,50,4386,0,>50K
29,Local-gov,9,Protective-serv,40,0,0,<=50K
36,Private,9,Exec-managerial,50,0,0,>50K
57,Self-emp-inc,13,Prof-specialty,50,0,0,>50K
32,Private,11,Tech-support,40,0,1590,<=50K
34,Private,13,Exec-managerial,40,0,0,>50K
20,Private,12,Adm-clerical,20,0,0,<=50K
51,Self-emp-inc,9,Sales,40,0,0,<=50K
51,Private,10,Exec-managerial,40,0,2002,<=50K
45,Self-emp-not-inc,10,Exec-managerial,48,0,0,<=50K
68,Self-emp-not-inc,9,Craft-repair,35,0,0,<=50K
18,Private,4,Other-service,20,0,0,<=50K
35,Local-gov,9,Transport-moving,40,0,0,<=50K
58,Private,9,Adm-clerical,40,0,0,>50K
38,Private,9,Farming-fishing,55,0,0,<=50K
31,Private,9,Craft-repair,40,0,0,<=50K
18,Private,9,Machine-op-inspct,40,0,0,<=50K
35,Private,10,Tech-support,32,0,0,<=50K
51,Private,14,Other-service,18,0,0,>50K
51,Local-gov,13,Prof-specialty,55,0,0,<=50K
28,Private,9,Machine-op-inspct,40,0,0,<=50K
32,Private,13,Exec-managerial,40,0,0,>50K
50,State-gov,11,Protective-serv,40,0,0,>50K
47,Federal-gov,13,Exec-managerial,40,0,1887,>50K
54,Private,9,Tech-support,38,0,0,<=50K
41,Private,11,Other-service,45,0,0,<=50K
29,Private,9,Craft-repair,40,0,0,<=50K
52,Self-emp-not-inc,6,Exec-managerial,40,0,0,<=50K
33,Private,14,Exec-managerial,60,0,0,>50K
37,Self-emp-not-inc,9,Transport-moving,55,0,0,<=50K
27,Private,11,Other-service,40,0,0,<=50K
46,Private,9,Exec-managerial,50,3103,0,>50K
45,State-gov,14,Prof-specialty,50,0,0,>50K
35,Private,9,Farming-fishing,40,0,1672,<=50K
32,Private,9,Craft-repair,45,0,0,<=50K
32,State-gov,9,Exec-managerial,60,0,0,>50K
36,Self-emp-not-inc,10,Sales,55,0,0,<=50K
33,Federal-gov,9,Transport-moving,34,0,0,<=50K
51,Private,10,Transport-moving,40,0,0,<=50K
29,Private,10,Craft-repair,40,0,0,<=50K
29,State-gov,9,Craft-repair,40,0,0,<=50K
52,Private,10,Adm-clerical,32,0,2001,<=50K
33,Private,9,Adm-clerical,40,0,0,<=50K
32,Private,10,Farming-fishing,40,0,0,<=50K
35,State-gov,9,Protective-serv,40,0,1980,<=50K
23,Private,13,Prof-specialty,40,0,0,<=50K
56,Self-emp-not-inc,10,Craft-repair,70,0,0,<=50K
41,Private,9,Other-service,40,0,0,<=50K
33,Private,11,Craft-repair,40,0,0,<=50K
35,Private,13,Exec-managerial,60,0,0,>50K
38,Private,9,Machine-op-inspct,50,0,0,<=50K
42,Private,9,Transport-moving,40,0,0,<=50K
45,Private,14,Prof-specialty,50,0,0,>50K
22,Private,10,Tech-support,40,0,0,<=50K
30,Self-emp-inc,13,Exec-managerial,65,15024,0,>50K
59,Private,10,Adm-clerical,40,0,0,<=50K
33,Private,13,Prof-specialty,50,0,0,<=50K
30,Local-gov,12,Handlers-cleaners,40,0,0,<=50K
43,Private,9,Adm-clerical,40,0,0,<=50K
26,Private,9,Other-service,20,0,0,<=50K
34,Private,14,Exec-managerial,60,15024,0,>50K
53,Private,9,Sales,40,0,0,<=50K
26,Private,10,Exec-managerial,40,0,0,<=50K
66,Private,9,Craft-repair,40,0,0,<=50K
34,Private,5,Transport-moving,45,0,0,<=50K
57,Self-emp-not-inc,4,Farming-fishing,40,0,0,<=50K
30,Private,9,Machine-op-inspct,40,0,0,<=50K
23,Private,13,Handlers-cleaners,25,0,0,<=50K
35,Local-gov,14,Prof-specialty,50,15024,0,>50K
40,Private,13,Sales,40,0,0,<=50K
45,Federal-gov,14,Prof-specialty,45,0,0,>50K
28,Private,9,Machine-op-inspct,40,0,0,<=50K
35,Private,13,Exec-managerial,55,0,0,>50K
51,Private,9,Exec-managerial,60,0,0,<=50K
47,Private,10,Exec-managerial,30,0,0,<=50K
24,Local-gov,10,Adm-clerical,48,0,0,<=50K
52,Private,10,Adm-clerical,40,0,0,<=50K
20,Private,9,Machine-op-inspct,53,4416,0,<=50K
68,Self-emp-inc,9,Farming-fishing,65,0,0,<=50K
35,Private,10,Transport-moving,45,0,0,>50K
53,Local-gov,14,Prof-specialty,40,2174,0,<=50K
23,Private,10,Craft-repair,40,0,0,<=50K
35,Private,7,Craft-repair,40,0,0,<=50K
21,Private,10,Adm-clerical,20,0,0,<=50K
49,Private,10,Adm-clerical,40,0,0,>50K
42,Private,9,Handlers-cleaners,50,0,0,<=50K
35,Private,13,Exec-managerial,37,0,0,>50K
42,Private,13,Craft-repair,40,15024,0,>50K
46,Private,10,Prof-specialty,40,0,0,>50K
48,Private,10,Sales,55,0,0,<=50K
48,Self-emp-not-inc,11,Craft-repair,40,0,0,>50K
52,Private,9,Adm-clerical,46,0,0,<=50K
51,Private,13,Protective-serv,50,0,1902,>50K
44,Self-emp-not-inc,10,Exec-managerial,80,0,0,<=50K
24,Local-gov,9,Adm-clerical,40,0,0,<=50K
51,Private,9,Craft-repair,45,0,0,<=50K
43,Self-emp-inc,15,Prof-specialty,55,0,2415,>50K
48,Private,9,Machine-op-inspct,48,0,0,<=50K
35,State-gov,9,Craft-repair,40,0,0,<=50K
40,Federal-gov,14,Prof-specialty,40,0,0,<=50K
52,Self-emp-not-inc,9,Other-service,43,0,0,<=50K
53,State-gov,13,Exec-managerial,45,0,0,>50K
28,Self-emp-not-inc,11,Farming-fishing,80,0,0,<=50K
33,Private,10,Adm-clerical,40,4064,0,<=50K
21,Private,10,Handlers-cleaners,22,0,0,<=50K
31,Private,10,Transport-moving,40,0,0,<=50K
39,Private,10,Sales,30,0,0,>50K
44,Self-emp-not-inc,14,Prof-specialty,30,0,0,>50K
40,Private,13,Exec-managerial,60,0,0,>50K
22,State-gov,13,Prof-specialty,20,0,0,<=50K
60,Private,10,Exec-managerial,70,0,0,<=50K
49,Private,10,Priv-house-serv,90,0,0,<=50K
41,Private,10,Exec-managerial,50,0,0,<=50K
24,State-gov,11,Adm-clerical,40,0,0,<=50K
26,Private,10,Adm-clerical,40,0,0,<=50K
55,Private,9,Adm-clerical,40,0,0,<=50K
36,Self-emp-inc,9,Exec-managerial,41,0,0,<=50K
49,State-gov,10,Protective-serv,40,0,0,<=50K
23,Private,9,Other-service,20,0,0,<=50K
23,Private,9,Other-service,35,0,0,<=50K
64,Self-emp-not-inc,9,Craft-repair,30,0,0,>50K
50,Private,14,Sales,50,0,0,>50K
23,Private,10,Craft-repair,50,0,0,<=50K
28,Private,13,Exec-managerial,40,0,0,>50K
31,Private,9,Machine-op-inspct,50,0,0,<=50K
30,Private,10,Adm-clerical,40,0,0,<=50K
44,Private,8,Transport-moving,40,0,0,<=50K
24,Private,9,Machine-op-inspct,40,0,0,<=50K
19,Private,10,Other-service,20,0,0,<=50K
20,Private,10,Other-service,40,0,0,<=50K
30,Private,13,Tech-support,40,0,1902,>50K
36,Private,10,Other-service,40,0,0,<=50K
28,Private,8,Prof-specialty,40,0,0,<=50K
58,Private,13,Tech-support,40,0,0,>50K
48,Private,9,Sales,40,0,0,<=50K
35,Local-gov,13,Prof-specialty,55,0,0,<=50K
53,Self-emp-not-inc,9,Sales,30,0,0,<=50K
55,Private,5,Machine-op-inspct,40,0,0,<=50K
24,Private,9,Machine-op-inspct,40,0,0,<=50K
28,Private,9,Handlers-cleaners,40,0,0,<=50K
31,Local-gov,14,Prof-specialty,45,0,0,<=50K
23,Private,10,Prof-specialty,40,0,0,<=50K
38,Private,6,Sales,40,0,0,<=50K
31,Self-emp-inc,9,Transport-moving,40,0,1977,>50K
29,Private,5,Craft-repair,40,0,0,<=50K
20,Private,10,Sales,40,0,0,<=50K
62,Self-emp-not-inc,9,Other-service,20,0,0,<=50K
28,Self-emp-not-inc,14,Sales,54,0,0,<=50K
49,Private,5,Craft-repair,40,0,0,<=50K
34,Private,13,Prof-specialty,35,0,0,<=50K
51,Self-emp-not-inc,13,Sales,8,0,0,<=50K
44,Private,9,Craft-repair,40,0,0,<=50K
40,Private,13,Exec-managerial,50,0,0,>50K
37,Private,9,Farming-fishing,60,0,0,<=50K
26,Private,13,Sales,50,0,0,<=50K
37,State-gov,9,Adm-clerical,25,0,0,<=50K
62,Federal-gov,14,Exec-managerial,40,0,0,>50K
46,Private,15,Craft-repair,40,0,0,<=50K
51,Self-emp-not-inc,9,Transport-moving,60,0,0,>50K
42,Private,14,Prof-specialty,50,0,0,<=50K
61,Private,13,Prof-specialty,44,0,0,>50K
65,Private,9,Tech-support,40,0,0,<=50K
44,Federal-gov,13,Prof-specialty,40,15024,0,>50K
22,Private,10,Adm-clerical,38,0,0,<=50K
50,Private,9,Craft-repair,40,0,0,<=50K
19,Private,10,Farming-fishing,8,0,0,<=50K
44,Federal-gov,9,Transport-moving,60,0,0,<=50K
29,Private,13,Exec-managerial,40,0,0,<=50K
48,Private,11,Craft-repair,40,0,0,>50K
55,Self-emp-inc,9,Exec-managerial,80,0,0,<=50K
43,Private,10,Machine-op-inspct,40,0,0,<=50K
47,Federal-gov,9,Craft-repair,40,0,0,<=50K
22,Private,10,Sales,30,0,0,<=50K
47,Private,9,Other-service,28,0,0,<=50K
24,Private,13,Sales,50,0,0,<=50K
38,Private,14,Craft-repair,50,0,0,<=50K
39,Private,14,Exec-managerial,40,8614,0,>50K
24,Private,6,Sales,40,0,0,<=50K
31,Private,9,Transport-moving,40,0,0,>50K
65,Private,9,Other-service,40,0,0,<=50K
19,Private,9,Sales,78,0,0,<=50K
45,Private,12,Exec-managerial,56,0,0,>50K
33,Private,9,Exec-managerial,50,5178,0,>50K
61,State-gov,13,Exec-managerial,40,0,0,<=50K
55,Private,9,Exec-managerial,45,0,0,<=50K
27,Private,12,Prof-specialty,42,0,0,<=50K
29,Private,9,Handlers-cleaners,36,0,0,<=50K
40,Private,13,Exec-managerial,60,0,0,>50K
36,Private,9,Other-service,40,0,0,<=50K
23,Private,13,Exec-managerial,30,0,0,<=50K
49,Local-gov,9,Craft-repair,50,0,0,<=50K
39,Private,9,Craft-repair,40,0,0,<=50K
47,Private,14,Sales,40,27828,0,>50K
40,Private,10,Tech-support,40,0,1902,>50K
40,Private,13,Exec-managerial,55,0,2559,>50K
46,Private,14,Other-service,20,0,0,<=50K
35,Private,9,Craft-repair,40,0,0,<=50K
19,State-gov,9,Adm-clerical,30,0,0,<=50K
42,Private,14,Prof-specialty,40,4386,0,>50K
49,Private,7,Transport-moving,40,0,0,<=50K
44,Private,13,Prof-specialty,35,0,0,<=50K
64,Without-pay,9,Handlers-cleaners,60,0,0,>50K
23,Private,9,Handlers-cleaners,60,0,0,<=50K
22,Private,9,Craft-repair,40,0,0,<=50K
22,Private,9,Adm-clerical,40,0,0,<=50K
43,Private,12,Other-service,40,0,0,<=50K
34,Private,13,Adm-clerical,37,0,0,<=50K
21,Private,10,Exec-managerial,30,0,0,<=50K
21,Private,9,Other-service,40,0,0,<=50K
34,Local-gov,10,Protective-serv,40,0,0,<=50K
68,State-gov,14,Prof-specialty,20,0,0,<=50K
45,Private,14,Prof-specialty,52,0,1977,>50K
33,Private,9,Handlers-cleaners,38,0,0,<=50K
41,Private,13,Sales,40,0,0,>50K
30,Private,4,Farming-fishing,40,0,0,<=50K
69,Self-emp-not-inc,15,Prof-specialty,40,0,0,>50K
25,Private,13,Prof-specialty,44,0,0,<=50K
36,Private,10,Other-service,30,0,0,<=50K
38,Local-gov,10,Adm-clerical,40,0,0,<=50K
40,Self-emp-inc,9,Sales,50,0,0,>50K
59,Private,9,Tech-support,40,0,0,>50K
36,Private,7,Handlers-cleaners,40,0,0,<=50K
33,Private,13,Prof-specialty,40,0,0,>50K
31,Private,12,Craft-repair,40,0,0,<=50K
51,Private,7,Sales,35,0,0,<=50K
31,Private,13,Prof-specialty,35,0,0,<=50K
48,Private,2,Adm-clerical,52,0,0,<=50K
52,Private,9,Adm-clerical,40,0,0,<=50K
41,Private,9,Craft-repair,44,0,0,<=50K
40,Local-gov,14,Prof-specialty,40,0,0,<=50K
53,Local-gov,9,Other-service,45,0,0,<=50K
24,Private,10,Tech-support,40,0,0,<=50K
38,Private,13,Adm-clerical,48,0,0,<=50K
70,Local-gov,9,Sales,40,0,0,<=50K
58,Private,7,Adm-clerical,40,0,1672,<=50K
54,Private,9,Adm-clerical,40,0,0,<=50K
44,Private,11,Craft-repair,40,4386,0,>50K
42,Private,9,Craft-repair,40,0,0,<=50K
47,State-gov,14,Exec-managerial,50,0,0,>50K
34,Private,13,Priv-house-serv,20,0,0,>50K
39,Self-emp-inc,10,Exec-managerial,84,0,0,>50K
52,Private,9,Tech-support,40,0,0,>50K
21,State-gov,9,Other-service,40,0,0,<=50K
57,Self-emp-not-inc,9,Machine-op-inspct,70,0,0,<=50K
28,Private,13,Sales,40,0,0,>50K
21,State-gov,10,Prof-specialty,35,0,0,<=50K
38,Private,8,Craft-repair,40,0,0,<=50K
47,Local-gov,13,Prof-specialty,48,0,0,<=50K
53,Private,3,Transport-moving,40,0,0,<=50K
54,Federal-gov,9,Machine-op-inspct,40,7688,0,>50K
53,Private,9,Craft-repair,34,3464,0,<=50K
46,Private,13,Adm-clerical,40,0,0,>50K
46,Private,10,Exec-managerial,40,3103,0,>50K
36,Private,9,Handlers-cleaners,60,0,0,>50K
23,Private,13,Exec-managerial,45,0,0,<=50K
42,Private,10,Machine-op-inspct,45,0,0,>50K
39,Private,9,Adm-clerical,40,0,0,>50K
34,Private,9,Transport-moving,48,0,0,<=50K
57,Self-emp-not-inc,10,Transport-moving,40,0,0,<=50K
49,Self-emp-not-inc,9,Sales,60,0,0,<=50K
20,Private,10,Handlers-cleaners,40,0,0,<=50K
45,Private,10,Sales,40,0,0,<=50K
64,Private,9,Craft-repair,40,0,0,<=50K
19,Private,9,Handlers-cleaners,40,0,0,<=50K
19,Private,4,Craft-repair,40,0,0,<=50K
22,Private,9,Craft-repair,50,0,0,<=50K
41,Self-emp-not-inc,10,Exec-managerial,50,0,0,<=50K
22,Private,13,Sales,45,0,0,<=50K
38,Local-gov,13,Prof-specialty,40,0,0,<=50K
40,Self-emp-not-inc,14,Prof-specialty,50,0,0,<=50K
23,Private,9,Machine-op-inspct,40,2174,0,<=50K
18,Private,10,Sales,25,0,0,<=50K
31,Private,13,Prof-specialty,35,0,0,<=50K
34,Self-emp-not-inc,11,Exec-managerial,55,0,0,<=50K
44,Private,9,Sales,40,0,0,>50K
21,Private,9,Transport-moving,40,0,0,<=50K
57,Private,3,Craft-repair,40,0,0,<=50K
26,Private,13,Exec-managerial,40,0,0,<=50K
33,Private,10,Machine-op-inspct,40,0,0,>50K
43,Private,9,Machine-op-inspct,40,0,0,<=50K
35,Private,14,Prof-specialty,35,0,0,<=50K
46,Private,9,Prof-specialty,80,0,0,<=50K
48,Private,13,Craft-repair,60,99999,0,>50K
52,Self-emp-not-inc,12,Sales,40,0,0,<=50K
28,Private,10,Sales,35,0,0,<=50K
35,Private,11,Adm-clerical,40,15024,0,>50K
47,Self-emp-not-inc,13,Farming-fishing,60,0,0,>50K
38,Private,13,Tech-support,45,0,0,<=50K
34,Private,13,Prof-specialty,40,0,0,>50K
36,Private,10,Adm-clerical,40,0,0,<=50K
47,Private,10,Other-service,21,0,0,<=50K
58,Private,16,Prof-specialty,60,0,0,>50K
46,Private,6,Other-service,40,0,0,<=50K
28,Private,9,Other-service,20,0,0,<=50K
46,Private,10,Sales,55,0,1902,>50K
35,Local-gov,9,Craft-repair,40,0,0,<=50K
27,Private,13,Prof-specialty,40,0,0,<=50K
41,Private,10,Craft-repair,40,0,0,>50K
22,Private,13,Adm-clerical,40,0,0,<=50K
20,Private,10,Machine-op-inspct,40,0,0,<=50K
32,Private,10,Machine-op-inspct,48,0,0,<=50K
29,Federal-gov,10,Handlers-cleaners,44,0,0,<=50K
23,Private,12,Adm-clerical,15,0,0,<=50K
40,Private,13,Exec-managerial,40,0,0,>50K
19,Private,10,Other-service,30,0,0,<=50K
50,Self-emp-not-inc,14,Exec-managerial,20,0,0,<=50K
42,Private,10,Craft-repair,45,0,0,<=50K
18,Self-emp-inc,6,Other-service,16,0,0,<=50K
38,Private,10,Craft-repair,40,0,0,<=50K
67,Private,5,Handlers-cleaners,32,0,0,<=50K
55,Private,9,Craft-repair,48,0,0,>50K
46,Self-emp-inc,15,Prof-specialty,45,0,0,>50K
31,Private,14,Exec-managerial,40,0,0,>50K
30,Private,9,Handlers-cleaners,40,0,0,<=50K
52,Private,10,Craft-repair,40,0,0,>50K
63,Local-gov,9,Adm-clerical,45,0,0,<=50K
69,Private,9,Transport-moving,28,0,0,<=50K
40,Private,12,Sales,80,0,0,>50K
33,Private,8,Machine-op-inspct,40,0,0,<=50K
26,Private,6,Handlers-cleaners,40,0,0,<=50K
51,Local-gov,14,Prof-specialty,32,0,0,>50K
26,Local-gov,9,Craft-repair,40,0,0,<=50K
56,Self-emp-not-inc,14,Sales,70,0,0,<=50K
18,Private,7,Handlers-cleaners,25,0,0,<=50K
43,State-gov,10,Craft-repair,37,0,0,<=50K
